# HOMER Peaks
# Peak finding parameters:
# tag directory = data/external/H3K27AC/T47D_H3K27Ac_E2_DHT
#
# total typical(non-super) enhancers = 23241
# super enhancer stitching window = 12500
# super enhancer slope threshold = 1.00
# super enhancer slope moving window = 10
#
# total peaks = 24172
# peak size = 332
# peaks found using tags on both strands
# minimum distance between peaks = 12500
# fragment length = 244
# genome size = 2000000000
# Total tags = 96596880.0
# Total tags in peaks = 34292978.0
# Approximate IP efficiency = 35.50%
# tags per bp = 0.048298
# expected tags per peak = 16.035
# maximum tags considered per bp = 4.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.219221e-06
# FDR tag threshold = 37.0
# number of putative peaks = 1047496
#
# input tag directory = data/external/H3K27AC/T47D_Pooled_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 238984
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 578302
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks data/external/H3K27AC/T47D_H3K27Ac_E2_DHT -i data/external/H3K27AC/T47D_Pooled_input -style super -typical output/HOMER/T47D_H3K27Ac_E2_DHT/enhancers.tsv -o output/HOMER/T47D_H3K27Ac_E2_DHT/superEnhancers.tsv
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	superEnhancer slope	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr3-2579	chr3	149375294	149377046	+	501.3	0.921	876.000000	4.14	1.32e-255	0.50
chr1-62053	chr1	210395750	210407470	+	501.3	1.445	88.000000	9.31	1.23e-52	0.82
chr10-9468	chr10	71134787	71145823	+	500.9	1.570	385.000000	4.40	3.37e-123	0.65
chr1-930	chr1	245133128	245134821	+	500.9	1.636	1082.000000	4.44	0.00e+00	0.46
chr20-2063	chr20	44562422	44563851	+	500.6	1.682	780.000000	4.57	2.62e-286	0.53
chr14-122	chr14	64970907	64982445	+	500.6	2.543	1229.000000	4.06	0.00e+00	0.41
chr11-15644	chr11	3818032	3838628	+	500.1	2.652	342.000000	4.57	1.02e-121	0.70
chr22-6416	chr22	21207174	21222389	+	499.9	2.653	258.000000	4.42	2.55e-82	0.72
chr11-12310	chr11	64781047	64795963	+	499.8	2.778	435.000000	5.46	7.92e-232	0.61
chr6-38877	chr6	35419891	35437018	+	499.7	2.671	63.000000	4.09	1.63e-35	0.85
chr1-21663	chr1	109632803	109643662	+	498.9	2.648	347.000000	4.28	8.35e-113	0.65
chr12-9013	chr12	6445061	6451255	+	498.7	2.106	475.000000	4.03	2.76e-134	0.59
chr6-19670	chr6	139644747	139671746	+	498.3	2.083	189.000000	4.25	8.31e-58	0.74
chr15-959	chr15	50646364	50648062	+	498.2	2.219	806.000000	4.23	3.34e-249	0.52
chr10-31252	chr10	65251441	65282170	+	498.0	2.132	87.000000	6.17	1.12e-38	0.81
chr9-1662	chr9	116342367	116354017	+	498.0	1.475	856.000000	4.27	1.09e-256	0.49
chr13-485	chr13	113862920	113871597	+	498.0	1.344	690.000000	4.05	1.04e-204	0.56
